Id конкурса;Обр. программы;Комментарий к конкурсу;Код НПС/УГСН;НПС/УГСН
22212;8200 - Математика и компьютерные науки;26\5001\1 ГБ очн Математика и компьютерные науки, ОсК;1.02.03.01;мм
22213;8200 - Математика и компьютерные науки;26\5001\1 ГБ очн Математика и компьютерные науки, Б;1.02.03.01;мм
22214;8200 - Математика и компьютерные науки;26\5001\1 ИН ДОГ очн Математика и компьютерные науки, ДОГ;1.02.03.01;мм
22215;8203 - Программирование и информационные технологии;26\5003\1 ГБ очн Программирование и информационные технологии, ОтК;1.02.03.02;пмпу
22216;8200 - Математика и компьютерные науки;26\5001\1 ГБ очн Математика и компьютерные науки, ОтК;1.02.03.01;мм
22217;8200 - Математика и компьютерные науки;26\5001\1 ДОГ очн Математика и компьютерные науки, ДОГ;1.02.03.01;мм
22218;8203 - Программирование и информационные технологии;26\5003\1 ГБ очн Программирование и информационные технологии, Б;1.02.03.02;пмпу
22219;8203 - Программирование и информационные технологии;26\5003\1 ГБ очн Программирование и информационные технологии, ОсК;1.02.03.02;пмпу
22220;8208 - Астрономия;26\5012\1 ГБ очн Астрономия, Б;1.03.05.01;мм
22221;8203 - Программирование и информационные технологии;26\5003\1 ИН ДОГ очн Программирование и информационные технологии, ДОГ;1.02.03.02;пмпу
22222;8214 - Картография и геоинформатика;26\5020\1 ГБ очн Картография и геоинформатика, ОсК;1.05.03.03;иноз
22223;8231 - Психология;26\5028\1 ГБ очн Психология, ОтК;5.37.03.01;психфак
22224;8219 - Почвоведение;26\5022\1 ГБ очн Почвоведение, ОтК;1.06.03.02;иноз
22225;8214 - Картография и геоинформатика;26\5020\1 ГБ очн Картография и геоинформатика, Б;1.05.03.03;иноз
22226;8252 - Политология;26\5027\1 ГБ очн Политология, Б;5.41.03.04;политфак
22227;8212 - Геология;26\5018\1 ИН ДОГ очн Геология, ДОГ;1.05.03.01;иноз
22228;8214 - Картография и геоинформатика;26\5020\1 ИН ДОГ очн Картография и геоинформатика, ДОГ;1.05.03.03;иноз
22229;8252 - Политология;26\5027\1 ГБ очн Политология, ОтК;5.41.03.04;политфак
22230;8215 - Гидрометеорология;26\5021\1 ГБ очн Гидрометеорология, Б;1.05.03.04;иноз
22231;8219 - Почвоведение;26\5022\1 ИН ДОГ очн Почвоведение, ДОГ;1.06.03.02;иноз
22232;8216 - Экология и природопользование;26\5024\1 ГБ очн Экология и природопользование, ОсК;1.05.03.06;иноз
22233;8208 - Астрономия;26\5012\1 ИН ДОГ очн Астрономия, ДОГ;1.03.05.01;мм
22234;8216 - Экология и природопользование;26\5024\1 ИН ДОГ очн Экология и природопользование, ДОГ;1.05.03.06;иноз
22235;8212 - Геология;26\5018\1 ГБ очн Геология, Б;1.05.03.01;иноз
22236;8216 - Экология и природопользование;26\5024\1 ГБ очн Экология и природопользование, Б;1.05.03.06;иноз
22237;8252 - Политология;26\5027\1 ГБ очн Политология, ОсК;5.41.03.04;политфак
22238;8212 - Геология;26\5018\1 ГБ очн Геология, ОсК;1.05.03.01;иноз
22239;8215 - Гидрометеорология;26\5021\1 ГБ очн Гидрометеорология, ОтК;1.05.03.04;иноз
22240;8216 - Экология и природопользование;26\5024\1 ГБ очн Экология и природопользование, ОтК;1.05.03.06;иноз
22241;8208 - Астрономия;26\5012\1 ГБ очн Астрономия, ОтК;1.03.05.01;мм
22242;8215 - Гидрометеорология;26\5021\1 ДОГ очн Гидрометеорология, ДОГ;1.05.03.04;иноз
22243;8203 - Программирование и информационные технологии;26\5003\1 ДОГ очн Программирование и информационные технологии, ДОГ;1.02.03.02;пмпу
22244;8219 - Почвоведение;26\5022\1 ГБ очн Почвоведение, Б;1.06.03.02;иноз
22245;8212 - Геология;26\5018\1 ДОГ очн Геология, ДОГ;1.05.03.01;иноз
22246;8215 - Гидрометеорология;26\5021\1 ИН ДОГ очн Гидрометеорология, ДОГ;1.05.03.04;иноз
22247;8214 - Картография и геоинформатика;26\5020\1 ГБ очн Картография и геоинформатика, ОтК;1.05.03.03;иноз
22248;8214 - Картография и геоинформатика;26\5020\1 ДОГ очн Картография и геоинформатика, ДОГ;1.05.03.03;иноз
22249;8212 - Геология;26\5018\1 ГБ очн Геология, ОтК;1.05.03.01;иноз
22250;8252 - Политология;26\5027\1 ИН ДОГ очн Политология, ДОГ;5.41.03.04;политфак
22251;8208 - Астрономия;26\5012\1 ГБ очн Астрономия, ОсК;1.03.05.01;мм
22252;8216 - Экология и природопользование;26\5024\1 ДОГ очн Экология и природопользование, ДОГ;1.05.03.06;иноз
22253;8208 - Астрономия;26\5012\1 ДОГ очн Астрономия, ДОГ;1.03.05.01;мм
22254;8252 - Политология;26\5027\1 ДОГ очн Политология, ДОГ;5.41.03.04;политфак
22255;8219 - Почвоведение;26\5022\1 ГБ очн Почвоведение, ОсК;1.06.03.02;иноз
22256;8219 - Почвоведение;26\5022\1 ДОГ очн Почвоведение, ДОГ;1.06.03.02;иноз
22257;8215 - Гидрометеорология;26\5021\1 ГБ очн Гидрометеорология, ОсК;1.05.03.04;иноз
22258;8231 - Психология;26\5028\1 ГБ очн Психология, Б;5.37.03.01;психфак
22259;8226 - Лечебное дело;26\5058\1 ИН ДОГ очн Лечебное дело, ДОГ;3.31.05.01;мед
22260;8232 - Клиническая психология;26\5029\1 ИН ДОГ очн Клиническая психология, ДОГ;5.37.05.01;психфак
22261;8226 - Лечебное дело;26\5058\1 ГБ очн Лечебное дело, ОтК;3.31.05.01;мед
22262;8228 - Стоматология;26\5059\1 ГБ очн Стоматология, ОсК;3.31.05.03;мед
22263;8231 - Психология;26\5028\1 ДОГ очн Психология, ДОГ;5.37.03.01;психфак
22264;8231 - Психология;26\5028\1 ИН ДОГ очн Психология, ДОГ;5.37.03.01;психфак
22265;8235 - Экономика;26\5068\1 ГБ очн Экономика, ОтК;5.38.03.01;экфак
22266;8232 - Клиническая психология;26\5029\1 ГБ очн Клиническая психология, Б;5.37.05.01;психфак
22267;8228 - Стоматология;26\5059\1 ГБ очн Стоматология, ОтК;3.31.05.03;мед
22268;8247 - Юриспруденция;26\5031\1 ГБ очн Юриспруденция, ОтК;5.40.03.01;юрфак
22269;8228 - Стоматология;26\5059\1 ИН ДОГ очн Стоматология, ДОГ;3.31.05.03;мед
22270;8228 - Стоматология;26\5059\1 ГБ очн Стоматология, Б;3.31.05.03;мед
22271;8232 - Клиническая психология;26\5029\1 ГБ очн Клиническая психология, ОсК;5.37.05.01;психфак
22272;8235 - Экономика;26\5068\1 ГБ очн Экономика, Б;5.38.03.01;экфак
22273;8247 - Юриспруденция;26\5031\1 ГБ очн Юриспруденция, ОсК;5.40.03.01;юрфак
22274;8226 - Лечебное дело;26\5058\1 ДОГ очн Лечебное дело, ДОГ;3.31.05.01;мед
22275;8232 - Клиническая психология;26\5029\1 ГБ очн Клиническая психология, ОтК;5.37.05.01;психфак
22276;8247 - Юриспруденция;26\5031\1 ИН ДОГ очн Юриспруденция, ДОГ;5.40.03.01;юрфак
22277;8250 - Юриспруденция;26\5031\2 ДОГ оз на базе ВО Юриспруденция, ДОГ;5.40.03.01;юрфак
22278;8235 - Экономика;26\5068\1 ИН ДОГ очн Экономика, ДОГ;5.38.03.01;экфак
22279;8247 - Юриспруденция;26\5031\1 ГБ очн Юриспруденция, Б;5.40.03.01;юрфак
22280;8228 - Стоматология;26\5059\1 ДОГ очн Стоматология, ДОГ;3.31.05.03;мед
22281;8226 - Лечебное дело;26\5058\1 ГБ очн Лечебное дело, Б;3.31.05.01;мед
22282;8231 - Психология;26\5028\1 ГБ очн Психология, ОсК;5.37.03.01;психфак
22283;8235 - Экономика;26\5068\1 ДОГ очн Экономика, ДОГ;5.38.03.01;экфак
22284;8232 - Клиническая психология;26\5029\1 ДОГ очн Клиническая психология, ДОГ;5.37.05.01;психфак
22285;8235 - Экономика;26\5068\1 ГБ очн Экономика, ОсК;5.38.03.01;экфак
22286;8247 - Юриспруденция;26\5031\1 ДОГ очн Юриспруденция, ДОГ;5.40.03.01;юрфак
22287;8226 - Лечебное дело;26\5058\1 ГБ очн Лечебное дело, ОсК;3.31.05.01;мед
22288;8242 - Бизнес-информатика;26\5071\1 ГБ очн Бизнес-информатика, Б;5.38.03.05;БИ
22289;8241 - Государственное и муниципальное управление;26\5072\1 ДОГ очн Государственное и муниципальное управление, ДОГ;5.38.03.04;вшм
22290;8242 - Бизнес-информатика;26\5071\1 ИН ДОГ очн Бизнес-информатика, ДОГ;5.38.03.05;БИ
22291;8242 - Бизнес-информатика;26\5071\1 ГБ очн Бизнес-информатика, ОсК;5.38.03.05;БИ
22292;8242 - Бизнес-информатика;26\5071\1 ГБ очн Бизнес-информатика, ОтК;5.38.03.05;БИ
22293;8242 - Бизнес-информатика;26\5071\1 ДОГ очн Бизнес-информатика, ДОГ;5.38.03.05;БИ
22294;8241 - Государственное и муниципальное управление;26\5072\1 ГБ очн Государственное и муниципальное управление, ОтК;5.38.03.04;вшм
22295;8241 - Государственное и муниципальное управление;26\5072\1 ГБ очн Государственное и муниципальное управление, Б;5.38.03.04;вшм
22296;8241 - Государственное и муниципальное управление;26\5072\1 ГБ очн Государственное и муниципальное управление, ОсК;5.38.03.04;вшм
22297;8271 - Общая и прикладная фонетика;26\5094\1 ГБ очн Общая и прикладная фонетика, ОтК;7.45.03.02;филфак
22298;8271 - Общая и прикладная фонетика;26\5094\1 ГБ очн Общая и прикладная фонетика, ОсК;7.45.03.02;филфак
22299;8238 - Международный менеджмент;26\5087\1 ДОГ очн Международный менеджмент, ДОГ;5.38.03.02;вшм
22300;8238 - Международный менеджмент;26\5087\1 ИН ДОГ очн Международный менеджмент, ДОГ;5.38.03.02;вшм
22301;8222 - Программная инженерия;26\5080\1 ГБ очн Программная инженерия, Б;2.09.03.04;мм
22302;8237 - Экономико-математические методы;26\5104\1 ГБ очн Экономико-математические методы, ОтК;5.38.03.01;экфак
22303;8222 - Программная инженерия;26\5080\1 ДОГ очн Программная инженерия, ДОГ;2.09.03.04;мм
22304;8233 - Психология служебной деятельности;26\5084\1 ИН ДОГ очн Психология служебной деятельности, ДОГ;5.37.05.02;психфак
22305;8271 - Общая и прикладная фонетика;26\5094\1 ГБ очн Общая и прикладная фонетика, Б;7.45.03.02;филфак
22306;8233 - Психология служебной деятельности;26\5084\1 ГБ очн Психология служебной деятельности, Б;5.37.05.02;психфак
22307;8233 - Психология служебной деятельности;26\5084\1 ГБ очн Психология служебной деятельности, ОтК;5.37.05.02;психфак
22308;8233 - Психология служебной деятельности;26\5084\1 ГБ очн Психология служебной деятельности, ОсК;5.37.05.02;психфак
22309;8271 - Общая и прикладная фонетика;26\5094\1 ДОГ очн Общая и прикладная фонетика, ДОГ;7.45.03.02;филфак
22310;8222 - Программная инженерия;26\5080\1 ГБ очн Программная инженерия, ОтК;2.09.03.04;мм
22311;8222 - Программная инженерия;26\5080\1 ИН ДОГ очн Программная инженерия, ДОГ;2.09.03.04;мм
22312;8222 - Программная инженерия;26\5080\1 ГБ очн Программная инженерия, ОсК;2.09.03.04;мм
22313;8237 - Экономико-математические методы;26\5104\1 ГБ очн Экономико-математические методы, Б;5.38.03.01;экфак
22314;8233 - Психология служебной деятельности;26\5084\1 ДОГ очн Психология служебной деятельности, ДОГ;5.37.05.02;психфак
22315;8236 - Экономика (с углубленным изучением экономики Китая и китайского языка);26\5111\1 ГБ очн Экономика (с углубленным изучением экономики Китая и китайского языка), Б;5.38.03.01;экфак
22316;8220 - Искусственный интеллект и наука о данных;26\5212\1 ДОГ очн Искусственный интеллект и наука о данных, ДОГ;2.09.03.03;мм
22317;8202 - Большие данные и распределенная цифровая платформа;26\5190\1 ГБ очн Большие данные и распределенная цифровая платформа, Б;1.02.03.02;пмпу
22318;8202 - Большие данные и распределенная цифровая платформа;26\5190\1 ИН ДОГ очн Большие данные и распределенная цифровая платформа, ДОГ;1.02.03.02;пмпу
22319;8237 - Экономико-математические методы;26\5104\1 ГБ очн Экономико-математические методы, ОсК;5.38.03.01;экфак
22320;8274 - Сравнительно-историческое языкознание (английский язык);26\5195\1 ГБ очн Сравнительно-историческое языкознание (английский язык), Б;7.45.03.02;филфак
22321;8272 - Прикладная, компьютерная и математическая лингвистика (английский язык);26\5106\1 ГБ очн Прикладная, компьютерная и математическая лингвистика (английский язык), ОтК;7.45.03.02;филфак
22322;8213 - География (с дополнительной квалификацией «Учитель географии»);26\5236\1 ГБ очн География, ОтК;1.05.03.02;иноз
22323;8272 - Прикладная, компьютерная и математическая лингвистика (английский язык);26\5106\1 ДОГ очн Прикладная, компьютерная и математическая лингвистика (английский язык), ДОГ;7.45.03.02;филфак
22324;8272 - Прикладная, компьютерная и математическая лингвистика (английский язык);26\5106\1 ГБ очн Прикладная, компьютерная и математическая лингвистика (английский язык), Б;7.45.03.02;филфак
22325;8204 - Технологии программирования;26\5162\1 ГБ очн Технологии программирования, ОсК;1.02.03.03;мм
22326;8202 - Большие данные и распределенная цифровая платформа;26\5190\1 ДОГ очн Большие данные и распределенная цифровая платформа, ДОГ;1.02.03.02;пмпу
22327;8202 - Большие данные и распределенная цифровая платформа;26\5190\1 ГБ очн Большие данные и распределенная цифровая платформа, ОсК;1.02.03.02;пмпу
22328;8237 - Экономико-математические методы;26\5104\1 ИН ДОГ очн Экономико-математические методы, ДОГ;5.38.03.01;экфак
22329;8213 - География (с дополнительной квалификацией «Учитель географии»);26\5236\1 ГБ очн География, Б;1.05.03.02;иноз
22330;8204 - Технологии программирования;26\5162\1 ИН ДОГ очн Технологии программирования, ДОГ;1.02.03.03;мм
22331;8205 - Инженерно-ориентированная физика;26\5112\1 ГБ очн Инженерно-ориентированная физика, Б;1.03.03.01;физфак
22332;8204 - Технологии программирования;26\5162\1 ДОГ очн Технологии программирования, ДОГ;1.02.03.03;мм
22333;8204 - Технологии программирования;26\5162\1 ГБ очн Технологии программирования, Б;1.02.03.03;мм
22334;8237 - Экономико-математические методы;26\5104\1 ДОГ очн Экономико-математические методы, ДОГ;5.38.03.01;экфак
22335;8204 - Технологии программирования;26\5162\1 ГБ очн Технологии программирования, ОтК;1.02.03.03;мм
22336;8202 - Большие данные и распределенная цифровая платформа;26\5190\1 ГБ очн Большие данные и распределенная цифровая платформа, ОтК;1.02.03.02;пмпу
22337;8236 - Экономика (с углубленным изучением экономики Китая и китайского языка);26\5111\1 ГБ очн Экономика (с углубленным изучением экономики Китая и китайского языка), ОсК;5.38.03.01;экфак
22338;8227 - Лечебное дело (на английском языке);26\5233\1 ИН ДОГ очн Лечебное дело (на английском языке), ДОГ;3.31.05.01;мед
22339;8205 - Инженерно-ориентированная физика;26\5112\1 ГБ очн Инженерно-ориентированная физика, ОсК;1.03.03.01;физфак
22340;8272 - Прикладная, компьютерная и математическая лингвистика (английский язык);26\5106\1 ГБ очн Прикладная, компьютерная и математическая лингвистика (английский язык), ОсК;7.45.03.02;филфак
22341;8205 - Инженерно-ориентированная физика;26\5112\1 ДОГ очн Инженерно-ориентированная физика, ДОГ;1.03.03.01;физфак
22342;8220 - Искусственный интеллект и наука о данных;26\5212\1 ГБ очн Искусственный интеллект и наука о данных, Б;2.09.03.03;мм
22343;8229 - Стоматология (на английском языке);26\5234\1 ИН ДОГ очн Стоматология (на английском языке), ДОГ;3.31.05.03;мед
22344;8236 - Экономика (с углубленным изучением экономики Китая и китайского языка);26\5111\1 ИН ДОГ очн Экономика (с углубленным изучением экономики Китая и китайского языка), ДОГ;5.38.03.01;экфак
22345;8236 - Экономика (с углубленным изучением экономики Китая и китайского языка);26\5111\1 ГБ очн Экономика (с углубленным изучением экономики Китая и китайского языка), ОтК;5.38.03.01;экфак
22346;8220 - Искусственный интеллект и наука о данных;26\5212\1 ГБ очн Искусственный интеллект и наука о данных, ОсК;2.09.03.03;мм
22347;8220 - Искусственный интеллект и наука о данных;26\5212\1 ГБ очн Искусственный интеллект и наука о данных, ОтК;2.09.03.03;мм
22348;8220 - Искусственный интеллект и наука о данных;26\5212\1 ИН ДОГ очн Искусственный интеллект и наука о данных, ДОГ;2.09.03.03;мм
22349;8205 - Инженерно-ориентированная физика;26\5112\1 ГБ очн Инженерно-ориентированная физика, ОтК;1.03.03.01;физфак
22350;8236 - Экономика (с углубленным изучением экономики Китая и китайского языка);26\5111\1 ДОГ очн Экономика (с углубленным изучением экономики Китая и китайского языка), ДОГ;5.38.03.01;экфак
22351;8205 - Инженерно-ориентированная физика;26\5112\1 ИН ДОГ очн Инженерно-ориентированная физика, ДОГ;1.03.03.01;физфак
22352;8230 - Фармация;26\5237\1 ГБ очн Фармация, ОтК;3.33.05.01;мед
22353;8258 - Туризм (с дополнительной квалификацией «Руководитель гостиничного комплекса и иных средств размещения»);26\5239\1 ИН ДОГ очн Туризм, ДОГ;5.43.03.02;иноз
22354;8213 - География (с дополнительной квалификацией «Учитель географии»);26\5236\1 ГБ очн География, ОсК;1.05.03.02;иноз
22355;8258 - Туризм (с дополнительной квалификацией «Руководитель гостиничного комплекса и иных средств размещения»);26\5239\1 ДОГ очн Туризм, ДОГ;5.43.03.02;иноз
22356;8213 - География (с дополнительной квалификацией «Учитель географии»);26\5236\1 ДОГ очн География, ДОГ;1.05.03.02;иноз
22357;8258 - Туризм (с дополнительной квалификацией «Руководитель гостиничного комплекса и иных средств размещения»);26\5239\1 ГБ очн Туризм, ОтК;5.43.03.02;иноз
22358;8230 - Фармация;26\5237\1 ДОГ очн Фармация, ДОГ;3.33.05.01;мед
22359;8258 - Туризм (с дополнительной квалификацией «Руководитель гостиничного комплекса и иных средств размещения»);26\5239\1 ГБ очн Туризм, Б;5.43.03.02;иноз
22360;8213 - География (с дополнительной квалификацией «Учитель географии»);26\5236\1 ИН ДОГ очн География, ДОГ;1.05.03.02;иноз
22361;8259 - Английский язык и литература (с дополнительными квалификациями «Учитель английского языка и литературы» / «Специалист в области перевода»);26\5241\1 ГБ очн Английский язык и литература, ОтК;7.45.03.01;филфак
22362;8230 - Фармация;26\5237\1 ГБ очн Фармация, ОсК;3.33.05.01;мед
22363;8258 - Туризм (с дополнительной квалификацией «Руководитель гостиничного комплекса и иных средств размещения»);26\5239\1 ГБ очн Туризм, ОсК;5.43.03.02;иноз
22364;8230 - Фармация;26\5237\1 ГБ очн Фармация, Б;3.33.05.01;мед
22365;8230 - Фармация;26\5237\1 ИН ДОГ очн Фармация, ДОГ;3.33.05.01;мед
22366;8259 - Английский язык и литература (с дополнительными квалификациями «Учитель английского языка и литературы» / «Специалист в области перевода»);26\5241\1 ГБ очн Английский язык и литература, Б;7.45.03.01;филфак
22367;8259 - Английский язык и литература (с дополнительными квалификациями «Учитель английского языка и литературы» / «Специалист в области перевода»);26\5241\1 ДОГ очн Английский язык и литература, ДОГ;7.45.03.01;филфак
22368;8263 - Классическая филология (древнегреческий и латинский языки. античная литература) (с дополнительной квалификацией «Учитель древнегреческого и латинского языков»);26\5244\1 ГБ очн Классическая филология, ОсК;7.45.03.01;филфак
22369;8264 - Немецкий язык, литература и перевод (с дополнительными квалификациями «Учитель немецкого языка и литературы» / «Специалист в области перевода»);26\5245\1 ГБ очн Немецкий язык, литература и перевод, Б;7.45.03.01;филфак
22370;8264 - Немецкий язык, литература и перевод (с дополнительными квалификациями «Учитель немецкого языка и литературы» / «Специалист в области перевода»);26\5245\1 ДОГ очн Немецкий язык, литература и перевод, ДОГ;7.45.03.01;филфак
22371;8259 - Английский язык и литература (с дополнительными квалификациями «Учитель английского языка и литературы» / «Специалист в области перевода»);26\5241\1 ИН ДОГ очн Английский язык и литература, ДОГ;7.45.03.01;филфак
22372;8265 - Отечественная филология (Русский язык и литература) (с дополнительной квалификацией «Учитель русского языка и литературы»);26\5246\1 ГБ очн Отечественная филология (Русский язык и литература), ОтК;7.45.03.01;филфак
22373;8263 - Классическая филология (древнегреческий и латинский языки. античная литература) (с дополнительной квалификацией «Учитель древнегреческого и латинского языков»);26\5244\1 ДОГ очн Классическая филология, ДОГ;7.45.03.01;филфак
22374;8263 - Классическая филология (древнегреческий и латинский языки. античная литература) (с дополнительной квалификацией «Учитель древнегреческого и латинского языков»);26\5244\1 ГБ очн Классическая филология, ОтК;7.45.03.01;филфак
22375;8264 - Немецкий язык, литература и перевод (с дополнительными квалификациями «Учитель немецкого языка и литературы» / «Специалист в области перевода»);26\5245\1 ИН ДОГ очн Немецкий язык, литература и перевод, ДОГ;7.45.03.01;филфак
22376;8263 - Классическая филология (древнегреческий и латинский языки. античная литература) (с дополнительной квалификацией «Учитель древнегреческого и латинского языков»);26\5244\1 ИН ДОГ очн Классическая филология, ДОГ;7.45.03.01;филфак
22377;8263 - Классическая филология (древнегреческий и латинский языки. античная литература) (с дополнительной квалификацией «Учитель древнегреческого и латинского языков»);26\5244\1 ГБ очн Классическая филология, Б;7.45.03.01;филфак
22378;8259 - Английский язык и литература (с дополнительными квалификациями «Учитель английского языка и литературы» / «Специалист в области перевода»);26\5241\1 ГБ очн Английский язык и литература, ОсК;7.45.03.01;филфак
22379;8277 - Языки славянского мира и русский язык как иностранный (с дополнительной квалификацией «Учитель русского языка и литературы»);26\5256\1 ГБ очн Языки славянского мира и русский язык как иностранный, ОсК;7.45.03.02;филфак
22380;8286 - Физическая культура и спорт (с дополнительной квалификацией «Специалист по фитнесу (фитнес-тренер)»);26\5260\1 ИН ДОГ очн Физическая культура и спорт, ДОГ;7.49.03.01;фк
22381;8275 - Теоретическое и экспериментальное языкознание (английский язык) (с дополнительной квалификацией «Учитель иностранного языка»);26\5254\1 ГБ очн Теоретическое и экспериментальное языкознание (английский язык), Б;7.45.03.02;филфак
22382;8268 - Английский язык как иностранный в обучении и коммуникации/ English as a Foreign Language in Teaching and Communication (с дополнительными квалификациями «Учитель английского языка» / «Специалист в области перевода»);26\5248\1 ДОГ очн Английский язык как иностранный в обучении и коммуникации/ English as a Foreign Language in Teaching and Communication, ДОГ;7.45.03.02;филфак
22383;8276 - Теория и практика межкультурной коммуникации (английский язык) (с дополнительными квалификациями «Учитель английского языка» / «Специалист в области перевода»);26\5255\1 ГБ очн Теория и практика межкультурной коммуникации (английский язык), Б;7.45.03.02;филфак
22384;8277 - Языки славянского мира и русский язык как иностранный (с дополнительной квалификацией «Учитель русского языка и литературы»);26\5256\1 ГБ очн Языки славянского мира и русский язык как иностранный, Б;7.45.03.02;филфак
22385;8270 - Иностранные языки в глобальных коммуникациях (с дополнительными квалификациями «Учитель иностранного языка» / «Специалист в области перевода»);26\5251\1 ДОГ очн Иностранные языки в глобальных коммуникациях, ДОГ;7.45.03.02;филфак
22386;8277 - Языки славянского мира и русский язык как иностранный (с дополнительной квалификацией «Учитель русского языка и литературы»);26\5256\1 ДОГ очн Языки славянского мира и русский язык как иностранный, ДОГ;7.45.03.02;филфак
22387;8268 - Английский язык как иностранный в обучении и коммуникации/ English as a Foreign Language in Teaching and Communication (с дополнительными квалификациями «Учитель английского языка» / «Специалист в области перевода»);26\5248\1 ИН ДОГ очн Английский язык как иностранный в обучении и коммуникации/ English as a Foreign Language in Teaching and Communication, ДОГ;7.45.03.02;филфак
22388;8265 - Отечественная филология (Русский язык и литература) (с дополнительной квалификацией «Учитель русского языка и литературы»);26\5246\1 ДОГ очн Отечественная филология (Русский язык и литература), ДОГ;7.45.03.01;филфак
22389;8273 - Русский язык как иностранный (с дополнительной квалификацией «Учитель русского языка и литературы»);26\5253\1 ДОГ очн Русский язык как иностранный, ДОГ;7.45.03.02;филфак
22390;8273 - Русский язык как иностранный (с дополнительной квалификацией «Учитель русского языка и литературы»);26\5253\1 ГБ очн Русский язык как иностранный, ОтК;7.45.03.02;филфак
22391;8269 - Балканистика и сравнительно-сопоставительное языкознание (с дополнительными квалификациями «Учитель иностранного языка» / «Специалист в области перевода»);26\5250\1 ГБ очн Балканистика и сравнительно-сопоставительное языкознание, ОтК;7.45.03.02;филфак
22392;8273 - Русский язык как иностранный (с дополнительной квалификацией «Учитель русского языка и литературы»);26\5253\1 ГБ очн Русский язык как иностранный, ОсК;7.45.03.02;филфак
22393;8268 - Английский язык как иностранный в обучении и коммуникации/ English as a Foreign Language in Teaching and Communication (с дополнительными квалификациями «Учитель английского языка» / «Специалист в области перевода»);26\5248\1 ГБ очн Английский язык как иностранный в обучении и коммуникации/ English as a Foreign Language in Teaching and Communication, Б;7.45.03.02;филфак
22394;8275 - Теоретическое и экспериментальное языкознание (английский язык) (с дополнительной квалификацией «Учитель иностранного языка»);26\5254\1 ДОГ очн Теоретическое и экспериментальное языкознание (английский язык), ДОГ;7.45.03.02;филфак
22395;8265 - Отечественная филология (Русский язык и литература) (с дополнительной квалификацией «Учитель русского языка и литературы»);26\5246\1 ИН ДОГ очн Отечественная филология (Русский язык и литература), ДОГ;7.45.03.01;филфак
22396;8266 - Французский язык, литература и перевод (с дополнительными квалификациями «Учитель французского языка и литературы» / «Специалист в области перевода»);26\5247\1 ИН ДОГ очн Французский язык, литература и перевод, ДОГ;7.45.03.01;филфак
